,Year,Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
319,1996,1.433,1.252,-1.6869999999999998,-2.232,1.713,0.39635,-0.787,Down
320,1996,-0.787,1.433,1.252,-1.6869999999999998,-2.232,0.385466,1.605,Up
321,1996,1.605,-0.787,1.433,1.252,-1.6869999999999998,0.3921949999999999,-2.92,Down
322,1996,-2.92,1.605,-0.787,1.433,1.252,0.449346,1.3130000000000002,Up
323,1996,1.3130000000000002,-2.92,1.605,-0.787,1.433,0.4231439999999999,1.301,Up
324,1996,1.301,1.3130000000000002,-2.92,1.605,-0.787,0.4413859999999999,-1.81,Down
325,1996,-1.81,1.301,1.3130000000000002,-2.92,1.605,0.403802,1.63,Up
326,1996,1.63,-1.81,1.301,1.3130000000000002,-2.92,0.422946,2.579,Up
327,1996,2.579,1.63,-1.81,1.301,1.3130000000000002,0.424724,1.435,Up
328,1996,1.435,2.579,1.63,-1.81,1.301,0.395856,-1.384,Down
329,1996,-1.384,1.435,2.579,1.63,-1.81,0.35548,0.626,Up
330,1996,0.626,-1.384,1.435,2.579,1.63,0.3995039999999999,-1.108,Down
331,1996,-1.108,0.626,-1.384,1.435,2.579,0.385662,0.149,Up
332,1996,0.149,-1.108,0.626,-1.384,1.435,0.403342,0.568,Up
333,1996,0.568,0.149,-1.108,0.626,-1.384,0.39766,-1.967,Down
334,1996,-1.967,0.568,0.149,-1.108,0.626,0.31287,-1.711,Down
335,1996,-1.711,-1.967,0.568,0.149,-1.108,0.4212579999999999,-1.154,Down
336,1996,-1.154,-1.711,-1.967,0.568,0.149,0.499672,-0.4429999999999999,Down
337,1996,-0.4429999999999999,-1.154,-1.711,-1.967,0.568,0.393504,4.181,Up
338,1996,4.181,-0.4429999999999999,-1.154,-1.711,-1.967,0.38148,-0.059,Down
339,1996,-0.059,4.181,-0.4429999999999999,-1.154,-1.711,0.342144,0.47,Up
340,1996,0.47,-0.059,4.181,-0.4429999999999999,-1.154,0.33594,0.2739999999999999,Up
341,1996,0.2739999999999999,0.47,-0.059,4.181,-0.4429999999999999,0.328164,-2.255,Down
342,1996,-2.255,0.2739999999999999,0.47,-0.059,4.181,0.293578,0.5660000000000001,Up
343,1996,0.5660000000000001,-2.255,0.2739999999999999,0.47,-0.059,0.3517925,3.791,Up
344,1996,3.791,0.5660000000000001,-2.255,0.2739999999999999,0.47,0.38971,0.954,Up
345,1996,0.954,3.791,0.5660000000000001,-2.255,0.2739999999999999,0.438906,-0.122,Down
346,1996,-0.122,0.954,3.791,0.5660000000000001,-2.255,0.42505,2.225,Up
347,1996,2.225,-0.122,0.954,3.791,0.5660000000000001,0.420138,-0.114,Down
348,1996,-0.114,2.225,-0.122,0.954,3.791,0.403054,1.45,Up
349,1996,1.45,-0.114,2.225,-0.122,0.954,0.434792,-1.393,Down
350,1996,-1.393,1.45,-0.114,2.225,-0.122,0.41084,0.407,Up
351,1996,0.407,-1.393,1.45,-0.114,2.225,0.442726,3.844,Up
352,1996,3.844,0.407,-1.393,1.45,-0.114,0.45998,0.93,Up
353,1996,0.93,3.844,0.407,-1.393,1.45,0.4529979999999999,1.506,Up
354,1996,1.506,0.93,3.844,0.407,-1.393,0.4676079999999999,1.107,Up
355,1996,1.107,1.506,0.93,3.844,0.407,0.3488525,-2.301,Down
356,1996,-2.301,1.107,1.506,0.93,3.844,0.4822979999999999,-1.482,Down
357,1996,-1.482,-2.301,1.107,1.506,0.93,0.454672,2.776,Up
358,1996,2.776,-1.482,-2.301,1.107,1.506,0.529728,1.058,Up
359,1996,1.058,2.776,-1.482,-2.301,1.107,0.254215,-1.158,Down
360,1997,-1.158,1.058,2.776,-1.482,-2.301,0.413755,1.533,Up
361,1997,1.533,-1.158,1.058,2.776,-1.482,0.54566,2.195,Up
362,1997,2.195,1.533,-1.158,1.058,2.776,0.514784,-0.728,Down
363,1997,-0.728,2.195,1.533,-1.158,1.058,0.5657939999999999,2.03,Up
364,1997,2.03,-0.728,2.195,1.533,-1.158,0.517688,0.432,Up
365,1997,0.432,2.03,-0.728,2.195,1.533,0.5222439999999999,2.396,Up
366,1997,2.396,0.432,2.03,-0.728,2.195,0.520764,-0.83,Down
367,1997,-0.83,2.396,0.432,2.03,-0.728,0.4910325,-1.366,Down
368,1997,-1.366,-0.83,2.396,0.432,2.03,0.507352,1.789,Up
369,1997,1.789,-1.366,-0.83,2.396,0.432,0.511238,-1.466,Down
370,1997,-1.466,1.789,-1.366,-0.83,2.396,0.490266,-1.144,Down
371,1997,-1.144,-1.466,1.789,-1.366,-0.83,0.526882,-1.3030000000000002,Down
372,1997,-1.3030000000000002,-1.144,-1.466,1.789,-1.366,0.4807375,-2.065,Down
373,1997,-2.065,-1.3030000000000002,-1.144,-1.466,1.789,0.51849,-2.672,Down
374,1997,-2.672,-2.065,-1.3030000000000002,-1.144,-1.466,0.44445,3.889,Up
375,1997,3.889,-2.672,-2.065,-1.3030000000000002,-1.144,0.477138,-0.127,Down
376,1997,-0.127,3.889,-2.672,-2.065,-1.3030000000000002,0.4604279999999999,6.218999999999999,Up
377,1997,6.218999999999999,-0.127,3.889,-2.672,-2.065,0.493676,1.453,Up
378,1997,1.453,6.218999999999999,-0.127,3.889,-2.672,0.528696,0.603,Up
379,1997,0.603,1.453,6.218999999999999,-0.127,3.889,0.479808,2.083,Up
380,1997,2.083,0.603,1.453,6.218999999999999,-0.127,0.436138,0.148,Up
381,1997,0.148,2.083,0.603,1.453,6.218999999999999,0.4808225,1.147,Up
382,1997,1.147,0.148,2.083,0.603,1.453,0.4742619999999999,4.11,Up
383,1997,4.11,1.147,0.148,2.083,0.603,0.535014,0.608,Up
384,1997,0.608,4.11,1.147,0.148,2.083,0.527816,-1.268,Down
385,1997,-1.268,0.608,4.11,1.147,0.148,0.5221899999999999,3.338,Up
386,1997,3.338,-1.268,0.608,4.11,1.147,0.501845,-0.026,Down
387,1997,-0.026,3.338,-1.268,0.608,4.11,0.537058,-0.151,Down
388,1997,-0.151,-0.026,3.338,-1.268,0.608,0.590136,2.5660000000000003,Up
389,1997,2.5660000000000003,-0.151,-0.026,3.338,-1.268,0.54971,0.889,Up
390,1997,0.889,2.5660000000000003,-0.151,-0.026,3.338,0.528302,-1.436,Down
391,1997,-1.436,0.889,2.5660000000000003,-0.151,-0.026,0.537272,-3.506,Down
392,1997,-3.506,-1.436,0.889,2.5660000000000003,-0.151,0.5270279999999999,2.523,Up
393,1997,2.523,-3.506,-1.436,0.889,2.5660000000000003,0.508078,-2.6060000000000003,Down
394,1997,-2.6060000000000003,2.523,-3.506,-1.436,0.889,0.446092,3.289,Up
395,1997,3.289,-2.6060000000000003,2.523,-3.506,-1.436,0.5341600000000001,-0.5529999999999999,Down
396,1997,-0.5529999999999999,3.289,-2.6060000000000003,2.523,-3.506,0.521084,2.879,Up
397,1997,2.879,-0.5529999999999999,3.289,-2.6060000000000003,2.523,0.578566,-0.557,Down
398,1997,-0.557,2.879,-0.5529999999999999,3.289,-2.6060000000000003,0.536702,2.096,Up
399,1997,2.096,-0.557,2.879,-0.5529999999999999,3.289,0.5522779999999999,0.2019999999999999,Up
400,1997,0.2019999999999999,2.096,-0.557,2.879,-0.5529999999999999,0.534644,-2.36,Down
401,1997,-2.36,0.2019999999999999,2.096,-0.557,2.879,0.518486,-0.267,Down
402,1997,-0.267,-2.36,0.2019999999999999,2.096,-0.557,0.606116,-2.869,Down
403,1997,-2.869,-0.267,-2.36,0.2019999999999999,2.096,0.804848,1.409,Up
404,1997,1.409,-2.869,-0.267,-2.36,0.2019999999999999,0.552976,0.091,Up
405,1997,0.091,1.409,-2.869,-0.267,-2.36,0.554972,3.742,Up
406,1997,3.742,0.091,1.409,-2.869,-0.267,0.57085,-0.7979999999999999,Down
407,1997,-0.7979999999999999,3.742,0.091,1.409,-2.869,0.4449074999999999,2.972,Up
408,1997,2.972,-0.7979999999999999,3.742,0.091,1.409,0.597618,-3.09,Down
409,1997,-3.09,2.972,-0.7979999999999999,3.742,0.091,0.568558,-0.693,Down
410,1997,-0.693,-3.09,2.972,-0.7979999999999999,3.742,0.650288,-1.09,Down
411,1997,-1.09,-0.693,-3.09,2.972,-0.7979999999999999,0.366655,4.12,Up
412,1998,4.12,-1.09,-0.693,-3.09,2.972,0.4441675,-4.856,Down
413,1998,-4.856,4.12,-1.09,-0.693,-3.09,0.6624760000000001,3.646,Up
414,1998,3.646,-4.856,4.12,-1.09,-0.693,0.6389199999999999,-0.408,Down
415,1998,-0.408,3.646,-4.856,4.12,-1.09,0.6383225,2.369,Up
416,1998,2.369,-0.408,3.646,-4.856,4.12,0.661366,3.283,Up
417,1998,3.283,2.369,-0.408,3.646,-4.856,0.677098,0.754,Up
418,1998,0.754,3.283,2.369,-0.408,3.646,0.582066,1.384,Up
419,1998,1.384,0.754,3.283,2.369,-0.408,0.5970025,1.463,Up
420,1998,1.463,1.384,0.754,3.283,2.369,0.594544,0.605,Up
421,1998,0.605,1.463,1.384,0.754,3.283,0.632376,1.224,Up
422,1998,1.224,0.605,1.463,1.384,0.754,0.620924,2.859,Up
423,1998,2.859,1.224,0.605,1.463,1.384,0.635636,-0.3379999999999999,Down
424,1998,-0.3379999999999999,2.859,1.224,0.605,1.463,0.620516,2.488,Up
425,1998,2.488,-0.3379999999999999,2.859,1.224,0.605,0.635572,-1.072,Down
426,1998,-1.072,2.488,-0.3379999999999999,2.859,1.224,0.61546,1.085,Up
427,1998,1.085,-1.072,2.488,-0.3379999999999999,2.859,0.647018,-1.32,Down
428,1998,-1.32,1.085,-1.072,2.488,-0.3379999999999999,0.65093,1.182,Up
429,1998,1.182,-1.32,1.085,-1.072,2.488,0.656184,-1.147,Down
430,1998,-1.147,1.182,-1.32,1.085,-1.072,0.5784,0.053,Up
431,1998,0.053,-1.147,1.182,-1.32,1.085,0.593128,0.157,Up
432,1998,0.157,0.053,-1.147,1.182,-1.32,0.53368,-1.77,Down
433,1998,-1.77,0.157,0.053,-1.147,1.182,0.5922824999999999,2.112,Up
434,1998,2.112,-1.77,0.157,0.053,-1.147,0.569796,-1.348,Down
435,1998,-1.348,2.112,-1.77,0.157,0.053,0.595436,0.165,Up
436,1998,0.165,-1.348,2.112,-1.77,0.157,0.6621520000000001,2.957,Up
437,1998,2.957,0.165,-1.348,2.112,-1.77,0.6187,1.167,Up
438,1998,1.167,2.957,0.165,-1.348,2.112,0.63334,1.5619999999999998,Up
439,1998,1.5619999999999998,1.167,2.957,0.165,-1.348,0.59731,1.926,Up
440,1998,1.926,1.5619999999999998,1.167,2.957,0.165,0.658982,-3.872,Down
441,1998,-3.872,1.926,1.5619999999999998,1.167,2.957,0.680056,-1.765,Down
442,1998,-1.765,-3.872,1.926,1.5619999999999998,1.167,0.66025,-2.786,Down
443,1998,-2.786,-1.765,-3.872,1.926,1.5619999999999998,0.77042,-2.451,Down
444,1998,-2.451,-2.786,-1.765,-3.872,1.926,0.674002,1.74,Up
445,1998,1.74,-2.451,-2.786,-1.765,-3.872,0.651188,-5.004,Down
446,1998,-5.004,1.74,-2.451,-2.786,-1.765,0.7352,-5.184,Down
447,1998,-5.184,-5.004,1.74,-2.451,-2.786,0.9379,3.611,Up
448,1998,3.611,-5.184,-5.004,1.74,-2.451,0.804625,1.093,Up
449,1998,1.093,3.611,-5.184,-5.004,1.74,0.7451399999999999,2.417,Up
450,1998,2.417,1.093,3.611,-5.184,-5.004,0.749436,-4.034,Down
451,1998,-4.034,2.417,1.093,3.611,-5.184,0.81066,-1.816,Down
452,1998,-1.816,-4.034,2.417,1.093,3.611,0.92658,7.317,Up
453,1998,7.317,-1.816,-4.034,2.417,1.093,0.8390799999999999,1.349,Up
454,1998,1.349,7.317,-1.816,-4.034,2.417,0.766888,2.615,Up
455,1998,2.615,1.349,7.317,-1.816,-4.034,0.707262,3.854,Up
456,1998,3.854,2.615,1.349,7.317,-1.816,0.7545,-1.34,Down
457,1998,-1.34,3.854,2.615,1.349,7.317,0.648912,3.361,Up
458,1998,3.361,-1.34,3.854,2.615,1.349,0.673098,2.4730000000000003,Up
459,1998,2.4730000000000003,3.361,-1.34,3.854,2.615,0.5952075,-1.308,Down
460,1998,-1.308,2.4730000000000003,3.361,-1.34,3.854,0.74266,-0.8740000000000001,Down
461,1998,-0.8740000000000001,-1.308,2.4730000000000003,3.361,-1.34,0.70612,1.849,Up
462,1998,1.849,-0.8740000000000001,-1.308,2.4730000000000003,3.361,0.76484,3.219,Up
463,1998,3.219,1.849,-0.8740000000000001,-1.308,2.4730000000000003,0.592445,0.241,Up
464,1999,0.241,3.219,1.849,-0.8740000000000001,-1.308,0.6078675,3.731,Up
465,1999,3.731,0.241,3.219,1.849,-0.8740000000000001,0.88794,-2.496,Down
466,1999,-2.496,3.731,0.241,3.219,1.849,0.8290000000000001,-1.453,Down
467,1999,-1.453,-2.496,3.731,0.241,3.219,0.837225,4.444,Up
468,1999,4.444,-1.453,-2.496,3.731,0.241,0.85598,-3.145,Down
469,1999,-3.145,4.444,-1.453,-2.496,3.731,0.84956,-0.748,Down
470,1999,-0.748,-3.145,4.444,-1.453,-2.496,0.73402,0.7390000000000001,Up
471,1999,0.7390000000000001,-0.748,-3.145,4.444,-1.453,0.707815,-0.072,Down
472,1999,-0.072,0.7390000000000001,-0.748,-3.145,4.444,0.76134,2.999,Up
473,1999,2.999,-0.072,0.7390000000000001,-0.748,-3.145,0.76212,1.499,Up
474,1999,1.499,2.999,-0.072,0.7390000000000001,-0.748,0.81816,0.363,Up
475,1999,0.363,1.499,2.999,-0.072,0.7390000000000001,0.79542,-1.269,Down
476,1999,-1.269,0.363,1.499,2.999,-0.072,0.74456,0.851,Up
477,1999,0.851,-1.269,0.363,1.499,2.999,0.77605,4.223,Up
478,1999,4.223,0.851,-1.269,0.363,1.499,0.7732600000000001,-2.177,Down
479,1999,-2.177,4.223,0.851,-1.269,0.363,0.93316,2.87,Up
480,1999,2.87,-2.177,4.223,0.851,-1.269,0.95852,-1.597,Down
481,1999,-1.597,2.87,-2.177,4.223,0.851,0.8991,0.735,Up
482,1999,0.735,-1.597,2.87,-2.177,4.223,0.86966,-0.535,Down
483,1999,-0.535,0.735,-1.597,2.87,-2.177,0.79192,-0.561,Down
484,1999,-0.561,-0.535,0.735,-1.597,2.87,0.7317600000000001,-2.139,Down
485,1999,-2.139,-0.561,-0.535,0.735,-1.597,0.782712,1.99,Up
486,1999,1.99,-2.139,-0.561,-0.535,0.735,0.706475,-2.569,Down
487,1999,-2.569,1.99,-2.139,-0.561,-0.535,0.68538,3.803,Up
488,1999,3.803,-2.569,1.99,-2.139,-0.561,0.75752,-2.05,Down
489,1999,-2.05,3.803,-2.569,1.99,-2.139,0.689752,5.771,Up
490,1999,5.771,-2.05,3.803,-2.569,1.99,0.809396,0.867,Up
491,1999,0.867,5.771,-2.05,3.803,-2.569,0.761425,1.105,Up
492,1999,1.105,0.867,5.771,-2.05,3.803,0.74206,-4.359,Down
493,1999,-4.359,1.105,0.867,5.771,-2.05,0.716982,-2.08,Down
494,1999,-2.08,-4.359,1.105,0.867,5.771,0.70701,-2.14,Down
495,1999,-2.14,-2.08,-4.359,1.105,0.867,0.74733,2.106,Up
496,1999,2.106,-2.14,-2.08,-4.359,1.105,0.75002,0.6729999999999999,Up
497,1999,0.6729999999999999,2.106,-2.14,-2.08,-4.359,0.66065,0.872,Up
498,1999,0.872,0.6729999999999999,2.106,-2.14,-2.08,0.7137899999999999,0.665,Up
499,1999,0.665,0.872,0.6729999999999999,2.106,-2.14,0.70362,-0.411,Down
500,1999,-0.411,0.665,0.872,0.6729999999999999,2.106,0.772225,-1.2009999999999998,Down
501,1999,-1.2009999999999998,-0.411,0.665,0.872,0.6729999999999999,0.75612,-4.348,Down
502,1999,-4.348,-1.2009999999999998,-0.411,0.665,0.872,0.79422,0.427,Up
503,1999,0.427,-4.348,-1.2009999999999998,-0.411,0.665,0.8871600000000001,4.148,Up
504,1999,4.148,0.427,-4.348,-1.2009999999999998,-0.411,0.8778600000000001,-6.632000000000001,Down
505,1999,-6.632000000000001,4.148,0.427,-4.348,-1.2009999999999998,0.81212,4.348,Up
506,1999,4.348,-6.632000000000001,4.148,0.427,-4.348,0.92498,4.708,Up
507,1999,4.708,4.348,-6.632000000000001,4.148,0.427,0.9722,0.536,Up
508,1999,0.536,4.708,4.348,-6.632000000000001,4.148,0.93378,1.885,Up
509,1999,1.885,0.536,4.708,4.348,-6.632000000000001,0.88746,1.858,Up
510,1999,1.858,1.885,0.536,4.708,4.348,0.9229,-0.3779999999999999,Down
511,1999,-0.3779999999999999,1.858,1.885,0.536,4.708,0.71163,1.177,Up
512,1999,1.177,-0.3779999999999999,1.858,1.885,0.536,0.92174,-1.134,Down
513,1999,-1.134,1.177,-0.3779999999999999,1.858,1.885,1.01378,0.282,Up
514,1999,0.282,-1.134,1.177,-0.3779999999999999,1.858,1.09188,2.6260000000000003,Up
515,1999,2.6260000000000003,0.282,-1.134,1.177,-0.3779999999999999,0.861675,0.748,Up
516,2000,0.748,2.6260000000000003,0.282,-1.134,1.177,0.574918,-1.891,Down
517,2000,-1.891,0.748,2.6260000000000003,0.282,-1.134,1.06876,1.643,Up
518,2000,1.643,-1.891,0.748,2.6260000000000003,0.282,1.03394,-1.624,Down
519,2000,-1.624,1.643,-1.891,0.748,2.6260000000000003,1.11375,-5.634,Down
520,2000,-5.634,-1.624,1.643,-1.891,0.748,1.1064200000000002,4.721,Up
521,2000,4.721,-5.634,-1.624,1.643,-1.891,1.041,-2.615,Down
522,2000,-2.615,4.721,-5.634,-1.624,1.643,1.02016,-2.958,Down
523,2000,-2.958,-2.615,4.721,-5.634,-1.624,1.02306,-0.946,Down
524,2000,-0.946,-2.958,-2.615,4.721,-5.634,1.063475,5.686,Up
525,2000,5.686,-0.946,-2.958,-2.615,4.721,1.17076,-1.001,Down
526,2000,-1.001,5.686,-0.946,-2.958,-2.615,1.1615799999999998,4.975,Up
527,2000,4.975,-1.001,5.686,-0.946,-2.958,1.23806,4.301,Up
528,2000,4.301,4.975,-1.001,5.686,-0.946,1.03844,-1.891,Down
529,2000,-1.891,4.301,4.975,-1.001,5.686,1.06856,1.186,Up
530,2000,1.186,-1.891,4.301,4.975,-1.001,1.109412,-10.538,Down
531,2000,-10.538,1.186,-1.891,4.301,4.975,1.06254,5.747999999999999,Up
532,2000,5.747999999999999,-10.538,1.186,-1.891,4.301,1.052925,1.247,Up
533,2000,1.247,5.747999999999999,-10.538,1.186,-1.891,1.007,-1.3630000000000002,Down
534,2000,-1.3630000000000002,1.247,5.747999999999999,-10.538,1.186,0.94014,-0.815,Down
535,2000,-0.815,-1.3630000000000002,1.247,5.747999999999999,-10.538,0.90048,-0.986,Down
536,2000,-0.986,-0.815,-1.3630000000000002,1.247,5.747999999999999,0.85844,-2.056,Down
537,2000,-2.056,-0.986,-0.815,-1.3630000000000002,1.247,0.91966,7.202000000000001,Up
538,2000,7.202000000000001,-2.056,-0.986,-0.815,-1.3630000000000002,0.9818,-1.375,Down
539,2000,-1.375,7.202000000000001,-2.056,-0.986,-0.815,0.85672,0.515,Up
540,2000,0.515,-1.375,7.202000000000001,-2.056,-0.986,0.98038,-1.569,Down
541,2000,-1.569,0.515,-1.375,7.202000000000001,-2.056,0.96662,0.91,Up
542,2000,0.91,-1.569,0.515,-1.375,7.202000000000001,1.11944,1.671,Up
543,2000,1.671,0.91,-1.569,0.515,-1.375,0.83755,2.102,Up
544,2000,2.102,1.671,0.91,-1.569,0.515,0.96156,-1.973,Down
545,2000,-1.973,2.102,1.671,0.91,-1.569,0.95132,-4.074,Down
546,2000,-4.074,-1.973,2.102,1.671,0.91,1.04438,3.031,Up
547,2000,3.031,-4.074,-1.973,2.102,1.671,0.98748,0.609,Up
548,2000,0.609,3.031,-4.074,-1.973,2.102,0.93546,1.351,Up
549,2000,1.351,0.609,3.031,-4.074,-1.973,0.87066,0.987,Up
550,2000,0.987,1.351,0.609,3.031,-4.074,0.78882,0.951,Up
551,2000,0.951,0.987,1.351,0.609,3.031,0.8343799999999999,-1.727,Down
552,2000,-1.727,0.951,0.987,1.351,0.609,0.945025,-1.92,Down
553,2000,-1.92,-1.727,0.951,0.987,1.351,1.04824,-1.166,Down
554,2000,-1.166,-1.92,-1.727,0.951,0.987,1.07646,-0.843,Down
555,2000,-0.843,-1.166,-1.92,-1.727,0.951,1.1334,-1.916,Down
556,2000,-1.916,-0.843,-1.166,-1.92,-1.727,1.12858,-2.471,Down
557,2000,-2.471,-1.916,-0.843,-1.166,-1.92,1.15212,1.656,Up
558,2000,1.656,-2.471,-1.916,-0.843,-1.166,1.21678,-1.242,Down
559,2000,-1.242,1.656,-2.471,-1.916,-0.843,1.18222,3.415,Up
560,2000,3.415,-1.242,1.656,-2.471,-1.916,1.18502,-4.255,Down
561,2000,-4.255,3.415,-1.242,1.656,-2.471,0.95892,0.127,Up
562,2000,0.127,-4.255,3.415,-1.242,1.656,1.0683200000000002,-1.897,Down
563,2000,-1.897,0.127,-4.255,3.415,-1.242,0.8652424999999999,-1.978,Down
564,2000,-1.978,-1.897,0.127,-4.255,3.415,0.951626,4.156000000000001,Up
565,2000,4.156000000000001,-1.978,-1.897,0.127,-4.255,1.1777799999999998,-4.215,Down
566,2000,-4.215,4.156000000000001,-1.978,-1.897,0.127,1.22066,-0.473,Down
567,2000,-0.473,-4.215,4.156000000000001,-1.978,-1.897,1.2946799999999998,1.097,Up
568,2001,1.097,-0.473,-4.215,4.156000000000001,-1.978,0.9875,-1.661,Down
569,2001,-1.661,1.097,-0.473,-4.215,4.156000000000001,1.642975,1.556,Up
570,2001,1.556,-1.661,1.097,-0.473,-4.215,1.2581,1.819,Up
571,2001,1.819,1.556,-1.661,1.097,-0.473,1.3519,0.924,Up
572,2001,0.924,1.819,1.556,-1.661,1.097,1.21232,-0.4039999999999999,Down
573,2001,-0.4039999999999999,0.924,1.819,1.556,-1.661,1.13308,-2.572,Down
574,2001,-2.572,-0.4039999999999999,0.924,1.819,1.556,1.08272,-1.006,Down
575,2001,-1.006,-2.572,-0.4039999999999999,0.924,1.819,1.1351,-4.277,Down
576,2001,-4.277,-1.006,-2.572,-0.4039999999999999,0.924,1.229475,-0.938,Down
577,2001,-0.938,-4.277,-1.006,-2.572,-0.4039999999999999,1.21182,-0.062,Down
578,2001,-0.062,-0.938,-4.277,-1.006,-2.572,1.07064,-6.72,Down
579,2001,-6.72,-0.062,-0.938,-4.277,-1.006,1.358072,-0.93,Down
580,2001,-0.93,-6.72,-0.062,-0.938,-4.277,1.35945,1.7990000000000002,Up
581,2001,1.7990000000000002,-0.93,-6.72,-0.062,-0.938,1.25538,-2.749,Down
582,2001,-2.749,1.7990000000000002,-0.93,-6.72,-0.062,1.340278,4.88,Up
583,2001,4.88,-2.749,1.7990000000000002,-0.93,-6.72,1.201175,5.026,Up
584,2001,5.026,4.88,-2.749,1.7990000000000002,-0.93,1.35358,0.81,Up
585,2001,0.81,5.026,4.88,-2.749,1.7990000000000002,1.17384,1.082,Up
586,2001,1.082,0.81,5.026,4.88,-2.749,1.20206,-1.653,Down
587,2001,-1.653,1.082,0.81,5.026,4.88,1.01012,3.716,Up
588,2001,3.716,-1.653,1.082,0.81,5.026,1.16434,-1.089,Down
589,2001,-1.089,3.716,-1.653,1.082,0.81,1.09978,-1.348,Down
590,2001,-1.348,-1.089,3.716,-1.653,1.082,1.10655,0.34,Up
591,2001,0.34,-1.348,-1.089,3.716,-1.653,0.9662,-4.0,Down
592,2001,-4.0,0.34,-1.348,-1.089,3.716,1.18973,0.905,Up
593,2001,0.905,-4.0,0.34,-1.348,-1.089,1.276524,-0.079,Down
594,2001,-0.079,0.905,-4.0,0.34,-1.348,1.314152,-2.76,Down
595,2001,-2.76,-0.079,0.905,-4.0,0.34,0.9355025,2.107,Up
596,2001,2.107,-2.76,-0.079,0.905,-4.0,1.24186,-0.397,Down
597,2001,-0.397,2.107,-2.76,-0.079,0.905,1.22172,-0.415,Down
598,2001,-0.415,-0.397,2.107,-2.76,-0.079,1.1391,0.7070000000000001,Up
599,2001,0.7070000000000001,-0.415,-0.397,2.107,-2.76,1.10736,-1.992,Down
600,2001,-1.992,0.7070000000000001,-0.415,-0.397,2.107,1.00268,-2.369,Down
601,2001,-2.369,-1.992,0.7070000000000001,-0.415,-0.397,0.9795,1.976,Up
602,2001,1.976,-2.369,-1.992,0.7070000000000001,-0.415,1.01586,-4.334,Down
603,2001,-4.334,1.976,-2.369,-1.992,0.7070000000000001,0.9741,-4.217,Down
604,2001,-4.217,-4.334,1.976,-2.369,-1.992,1.3367,-11.05,Down
605,2001,-11.05,-4.217,-4.334,1.976,-2.369,1.9500816000000003,7.78,Up
606,2001,7.78,-11.05,-4.217,-4.334,1.976,1.5956,2.924,Up
607,2001,2.924,7.78,-11.05,-4.217,-4.334,1.40536,1.892,Up
608,2001,1.892,2.924,7.78,-11.05,-4.217,1.311036,-1.664,Down
609,2001,-1.664,1.892,2.924,7.78,-11.05,1.24904,2.9,Up
610,2001,2.9,-1.664,1.892,2.924,7.78,1.27362,-1.5759999999999998,Down
611,2001,-1.5759999999999998,2.9,-1.664,1.892,2.924,1.23906,3.045,Up
612,2001,3.045,-1.5759999999999998,2.9,-1.664,1.892,1.32926,1.6369999999999998,Up
613,2001,1.6369999999999998,3.045,-1.5759999999999998,2.9,-1.664,1.3194,1.027,Up
614,2001,1.027,1.6369999999999998,3.045,-1.5759999999999998,2.9,1.02165,-0.947,Down
615,2001,-0.947,1.027,1.6369999999999998,3.045,-1.5759999999999998,1.31216,1.655,Up
616,2001,1.655,-0.947,1.027,1.6369999999999998,3.045,1.40456,-3.0410000000000004,Down
617,2001,-3.0410000000000004,1.655,-0.947,1.027,1.6369999999999998,1.37078,1.941,Up
618,2001,1.941,-3.0410000000000004,1.655,-0.947,1.027,1.45676,1.409,Up
619,2001,1.409,1.941,-3.0410000000000004,1.655,-0.947,0.7561175,0.99,Up
620,2002,0.99,1.409,1.941,-3.0410000000000004,1.655,1.256625,-2.295,Down
621,2002,-2.295,0.99,1.409,1.941,-3.0410000000000004,1.306,-1.5730000000000002,Down
622,2002,-1.5730000000000002,-2.295,0.99,1.409,1.941,1.37384,0.506,Up
623,2002,0.506,-1.5730000000000002,-2.295,0.99,1.409,1.422175,-0.978,Down
624,2002,-0.978,0.506,-1.5730000000000002,-2.295,0.99,1.5885200000000002,-2.315,Down
625,2002,-2.315,-0.978,0.506,-1.5730000000000002,-2.295,1.53904,0.726,Up
626,2002,0.726,-2.315,-0.978,0.506,-1.5730000000000002,1.22024,-1.2990000000000002,Down
627,2002,-1.2990000000000002,0.726,-2.315,-0.978,0.506,1.35535,3.848,Up
628,2002,3.848,-1.2990000000000002,0.726,-2.315,-0.978,1.38382,2.874,Up
629,2002,2.874,3.848,-1.2990000000000002,0.726,-2.315,1.52286,0.159,Up
630,2002,0.159,2.874,3.848,-1.2990000000000002,0.726,1.31426,-1.497,Down
631,2002,-1.497,0.159,2.874,3.848,-1.2990000000000002,1.2623799999999998,-0.114,Down
632,2002,-0.114,-1.497,0.159,2.874,3.848,1.1523,-2.149,Down
633,2002,-2.149,-0.114,-1.497,0.159,2.874,1.16826,-1.044,Down
634,2002,-1.044,-2.149,-0.114,-1.497,0.159,1.31326,1.275,Up
635,2002,1.275,-1.044,-2.149,-0.114,-1.497,1.2765799999999998,-4.342,Down
636,2002,-4.342,1.275,-1.044,-2.149,-0.114,1.36702,-0.2689999999999999,Down
637,2002,-0.2689999999999999,-4.342,1.275,-1.044,-2.149,1.40864,-1.7180000000000002,Down
638,2002,-1.7180000000000002,-0.2689999999999999,-4.342,1.275,-1.044,1.26084,4.891,Up
